Source,Measurement,Timestamp,Value,
46434227,m3,2021-08-05T11:11:52,1472400
26863186,m3,2021-08-05T11:12:05,3380
33400368,m3,2021-08-05T11:12:10,1714580
26863186,m3,2021-08-05T11:12:26,3380
46434227,m3,2021-08-05T11:12:37,1472400
69604261,m3,2021-08-05T11:12:46,6801
69604261,m3,2021-08-05T11:13:16,6801
